case_id,val_loss,val_weighted_heatmap_loss,val_unweighted_mse,val_coord_loss,pred_z_LL1,pred_y_LL1,pred_x_LL1,target_argmax_z_LL1,target_argmax_y_LL1,target_argmax_x_LL1,target_center_z_LL1,target_center_y_LL1,target_center_x_LL1,softargmax_z_LL1,softargmax_y_LL1,softargmax_x_LL1,centroid_dist_LL1,target_heatmap_max_LL1,pred_heatmap_max_LL1,pred_peak_in_neighborhood_LL1,loss_LL1,centroid_dist_LL2,loss_LL2,centroid_dist_LL3,loss_LL3,centroid_dist_LL4,loss_LL4,centroid_dist_RL1,loss_RL1,centroid_dist_RL2,loss_RL2,centroid_dist_ANT,loss_ANT,centroid_dist_Apex,loss_Apex,centroid_dist_Base,loss_Base
10002_HCT2_img,0.5854693055152893,0.483948290348053,0.2342638224363327,1.0152100324630737,12.0,15.0,23.0,16.0,15.0,16.0,16.5,15.5,16.0,16.68907356262207,16.007266998291016,19.39909553527832,8.062257766723633,0.9726044535636902,0.9986627101898193,False,0.483948290348053,,0.4513320326805115,,0.2684342563152313,,0.34001341462135315,,0.34925079345703125,,0.3490036129951477,,0.29763269424438477,,0.31365087628364563,,0.33539408445358276
