case_id,val_loss,pred_z_LL1,pred_y_LL1,pred_x_LL1,true_z_LL1,true_y_LL1,true_x_LL1,centroid_dist_LL1,target_heatmap_max_LL1,pred_heatmap_max_LL1,loss_LL1,pred_z_LL2,pred_y_LL2,pred_x_LL2,true_z_LL2,true_y_LL2,true_x_LL2,centroid_dist_LL2,target_heatmap_max_LL2,pred_heatmap_max_LL2,loss_LL2,pred_z_LL3,pred_y_LL3,pred_x_LL3,true_z_LL3,true_y_LL3,true_x_LL3,centroid_dist_LL3,target_heatmap_max_LL3,pred_heatmap_max_LL3,loss_LL3,pred_z_LL4,pred_y_LL4,pred_x_LL4,true_z_LL4,true_y_LL4,true_x_LL4,centroid_dist_LL4,target_heatmap_max_LL4,pred_heatmap_max_LL4,loss_LL4,pred_z_RL1,pred_y_RL1,pred_x_RL1,true_z_RL1,true_y_RL1,true_x_RL1,centroid_dist_RL1,target_heatmap_max_RL1,pred_heatmap_max_RL1,loss_RL1,pred_z_RL2,pred_y_RL2,pred_x_RL2,true_z_RL2,true_y_RL2,true_x_RL2,centroid_dist_RL2,target_heatmap_max_RL2,pred_heatmap_max_RL2,loss_RL2,pred_z_ANT,pred_y_ANT,pred_x_ANT,true_z_ANT,true_y_ANT,true_x_ANT,centroid_dist_ANT,target_heatmap_max_ANT,pred_heatmap_max_ANT,loss_ANT,pred_z_Apex,pred_y_Apex,pred_x_Apex,true_z_Apex,true_y_Apex,true_x_Apex,centroid_dist_Apex,target_heatmap_max_Apex,pred_heatmap_max_Apex,loss_Apex,pred_z_Base,pred_y_Base,pred_x_Base,true_z_Base,true_y_Base,true_x_Base,centroid_dist_Base,target_heatmap_max_Base,pred_heatmap_max_Base,loss_Base
10002_HCT2_img,0.040953490883111954,156.0,139.0,3.0,46.5,71.5,42.0,134.4154052734375,0.9726044535636902,3.7782809734344482,0.017524315044283867,157.0,139.0,5.0,44.5,58.0,55.0,147.36773681640625,0.986207127571106,3.7110204696655273,0.023389307782053947,155.0,139.0,2.0,48.5,49.0,59.0,150.6361541748047,0.986207127571106,2.831005096435547,0.035524122416973114,156.0,138.0,3.0,57.5,42.0,71.0,153.43484497070312,0.986207127571106,3.5380210876464844,0.022472936660051346,155.0,139.0,3.0,88.5,141.0,110.0,125.99702453613281,0.986207127571106,2.3129079341888428,0.020568864420056343,156.0,137.0,3.0,86.0,135.0,121.0,137.2151641845703,1.0,2.4454517364501953,0.023714318871498108,156.0,140.0,3.0,105.5,127.0,72.0,86.48844146728516,0.986207127571106,2.925509214401245,0.0625312551856041,127.0,42.0,0.0,23.5,156.0,71.0,169.55604553222656,0.986207127571106,1.7967795133590698,0.09204624593257904,157.0,139.0,3.0,90.5,61.5,101.0,141.5362091064453,0.9726044535636902,3.757155179977417,0.07081007212400436
